,Unnamed: 0,PMID/PMCID,Publisher,Journal title,Article title,Cost,Cleaned,NewTitle
1141,1141,"PMC3780998
",OUP,International Journal of Epidemiology,Time series regression studies in environmental epidemiology.,2040.0,100,International journal of epidemiology
1142,1142,,OUP,International Journal of Epidemiology,Cohort profile: Andhra Pradesh children and parents study.,2400.0,100,International journal of epidemiology
1143,1143,PMID: 23788479 /PMCID: PMC3797641,OUP,Journal of Antimicrobial Chemotherapy,Flucytosine and cryptococcosis: time to urgently address the worldwide accessibility of a 50-year-old antifungal,2400.0,100,The Journal of antimicrobial chemotherapy
1144,1144,PMID: 23493728 /PMCID: PMC3654748,OUP,Journal of Infectious Diseases,The Phenotype of the Cryptococcus-specific CD4 Memory T-cell Response is Associated with Disease Severity and Outcome in HIV-associated Cryptococcal Meningitis,2250.0,100,The Journal of infectious diseases
1145,1145,In Process,OUP,Journal of Infectious Diseases,Viral suppression following switch to second-line antiretroviral therapy: associations with NRTI resistance and 'sub-therapeutic' drug concentrations prior to switch ,2625.6,100,The Journal of infectious diseases
1146,1146,PMID:  23945372,OUP,Journal of Infectious Diseases,Cryptococcus neoformans ex vivo capsule size is associated with intracranial pressure and host immune response in HIV?associated cryptococcal meningitis,2625.6,100,The Journal of infectious diseases
1147,1147,3352832,OUP,Journal of the National Cancer Institute,Association between genetic variants on chromosome 15q25 locus and objective measures of tobacco exposure,2040.0,100,Journal of the National Cancer Institute
1148,1148,23595147 PMCID: PMC3675483 ,OUP,Nucleic Acids Research,Nucleocapsid protein structures from orthobunyaviruses reveal insight into ribonucleoprotein architecture and RNA polymerization ,1704.0,100,Nucleic acids research
1149,1149,PMID: 23771140 /PMCID: PMC3753647,OUP,Nucleic Acids Research,Impact of Target Site Distribution for Type I Restriction Enzymes on the Evolution of Methicillin Resistant Staphylococcus aureus (MRSA) Populations,2184.0,100,Nucleic acids research
1150,1150,3467080,OUP,Nucleic Acids Research,Protein kinase CK2 inactivates PRH/Hhex using multiple mechanisms to derepress VEGF signalling genes and promote cell survival,852.0,100,Nucleic acids research
1151,1151,3553950,OUP,Nucleic Acids Research,The Type ISP Restriction-Modification enzymes LlaBIII and LlaGI use a translocation-collision mechanism to cleave non-specific DNA distant from their recognition sites,852.0,100,Nucleic acids research
1152,1152,3553963,OUP,Nucleic Acids Research,DNA cleavage by Type ISP Restriction-Modification enzymes is initially targeted to the 3'-5' strand,852.0,100,Nucleic acids research
1153,1153,3592466,OUP,Nucleic Acids Research,Organization of the BcgI restriction-modification protein for the  transfer of one methyl group to DNA,852.0,100,Nucleic acids research
1154,1154,3592470,OUP,Nucleic Acids Research,Organization of the BcgI restriction-modification protein for the cleavage of eight phosphodiester bonds in DNA,852.0,100,Nucleic acids research
1155,1155,PMC3575838,OUP,Nucleic Acids Research,Unwinding of primer-templates by archaeal family - B DNA polymerases in response to template-strand uracil,852.0,100,Nucleic acids research
1156,1156,"PMC3627570





",OUP,Nucleic Acids Research,Resolving the polymorphism-in-probe problem is critical for correct interpretation of expression QTL studies,852.0,100,Nucleic acids research
1157,1157,PMC3627603,OUP,Nucleic Acids Research,Human SIRT1 regulates DNA-binding and stability of the Mcm10 DNA replication factor via deacetylation,852.0,100,Nucleic acids research
1158,1158,PMID:24038356,OUP,Nucleic Acids Research,The splicing landscape is globally reprogrammed during male meiosis,852.0,100,Nucleic acids research
1159,1159,,OUP,Public health ethics,Using social networking sites for communicable disease control: innovative contact tracing or breach of confidentiality?,1800.0,100,
1160,1160,3281495,OUP,Rheumatology,Dynamic regulation of glucocorticoid signalling in health and disease,2040.0,100,
1161,1161,3651613,OUP,Rheumatology,High bone mass is associated with an increased prevalence of joint replacement: a case-control study,2040.0,100,
1162,1162,PMC3494044,OUP,Schizophrenia Bulletin,Alterations in white matter evident before the onset of psychosis,2047.5,100,Schizophrenia bulletin
1163,1163,,OUP,Social Cognitive and Affective Neuroscience,Social brains on drugs: tools for neuromodulation in social neuroscience,1800.0,100,Social cognitive and affective neuroscience
1164,1164,Epub ahead of print - April 2013,OUP,Social Cognitive and Affective Neuroscience,Neural correlates of the 'good life': eudaimonic well-being is associated with insular cortex volume,2040.0,100,Social cognitive and affective neuroscience
1165,1165,PMC3525058,Oxford Journals,Brain : a journal of neurology,Abnormal thalamocortical structural and functional connectivity in juvenile myoclonic epilepsy,2040.0,100,
1166,1166,23892734,Oxford Journals,Cardiovascular Research,T brucei cathepsinL increases arrhythmogenic sarcoplasmic reticulum - mediated calcium release in rat cardiomyocytes,2040.0,100,Cardiovascular research
1167,1167,"PMCID:
    PMC3540040",Oxford Journals,Clinical Infectious Diseases,"Frequency, severity and prediction of tuberculous meningitis immune reconstitution inflammatory syndrome",1700.0,0,
1168,1168,PMC3616517,Oxford Journals,Clinicla Infectious Disease,Association of Human Leukocyte Antigen Alleles and Nevirapine Hypersensitivity in a Malawian HIV-infected population,2040.0,0,
1169,1169,,Oxford Journals,Glycobiology,A novel role for Gtb1p in glucose trimming of N-linked glycans,440.66,100,
1170,1170,PMC3177649,Oxford Journals,Human Molecular Genetics,Allelic heterogeneity and more detailed analyses of known loci explain additional phenotypic variation and reveal complex patterns of association,2040.0,100,Human molecular genetics
1171,1171,PMC3596848,Oxford Journals,Human Molecular Genetics,A genome-wide association study of early menopause and the combined impact of identified,2040.0,100,Human molecular genetics
1172,1172,3749866,Oxford Journals,Human Molecular Genetics,Genome-Wide Association Study of Primary Tooth Eruption Identifies Pleiotropic Loci Associated With Height and Craniofacial Distances,2100.0,100,Human molecular genetics
1173,1173,3733698,Oxford Journals,Inyernational Journal of Epidemiology,Inequalities in the uptake of human papillomavirus vaccination: a systematic review and meta-analysis,2040.0,97,International journal of epidemiology
1174,1174,"PMCID:
    PMC3594497
",Oxford Journals,Journal of Antimicrobial Chemotherapy,An analysis of the development and implementation of a Smartphone Application for the delivery of Antimicrobial Prescribing Policy: Lessons Learnt,2040.0,100,The Journal of antimicrobial chemotherapy
1175,1175,PMC3403862,Oxford Journals,Journal of Gerontology Series A: Medical Sciences,The association of dementia with upper arm and waist circumference in seven low and middle-income countries: the 10/66 cross-sectional surveys,2040.0,0,
1176,1176,23620542,Oxford Journals,Journal of Public Health,Examining inequalities in the uptake of the school-based HPV vaccination programme in England: a retrospective cohort study,1800.0,100,Journal of public health
1177,1177,22735079,Oxford Journals,Molecular Biology and Evolution,The impact of mutation and gene conversion on the local diversification of antigen genes in African trypanosomes,920.0,100,Molecular biology and evolution
1178,1178,3819976,Oxford Journals,Nicotine and Tobaco Research,Association of Maternal Smoking with Child Cotinine Levels,2625.6,0,
1179,1179,PMC3635503,Oxford Journals,Social History of Medicine,Refuse and the ÂRisk SocietyÂ: The Political Ecology of Risk in Inter-war Britain,2040.0,0,
1180,1180,,Oxford Journals,Social History of Medicine,A Modern History of the Stomach,2040.0,0,
1181,1181,PMC3406756,Oxford Journals (OUP),Human Molecular Genetics,"Vitmain D Receptor Binding, Chromatin States and Association with Multiple Sclerosis",1700.0,100,Human molecular genetics
1182,1182,PMC3413389,Oxford Univ Press,Bioinformatics Online,ChromoHub: a data hub for navigators of chromatin-mediated signalling.,850.0,0,
1183,1183,PMID22345357 PMC3539454,Oxford Univ Press,Cerebral Cortex print,Image-invariant responses in face-selective regions do not explain the perceptual advantage for familiar face recognition.,3177.6,0,
1184,1184,PMID23396536 PMC3652415,Oxford Univ Press,Human Mol Genetics Online,"Dopaminergic expression of the Parkinsonian geneÂ LRRK2-G2019SÂ leads to non-autonomous visual neurodegeneration, accelerated by increased neural demands for energy",2040.0,0,
1185,1185,"PMID22301630, PMCID3274377",Oxford Univ Press,Journal of Infectious Diseases,Therapeutic vaccination with recombinant adenovirus reduces splenic parasite burden in experimental visceral leishmaniasis,2040.0,100,The Journal of infectious diseases
1186,1186,PMID: 23672932 PMC3684112 ,Oxford University Press,Age and Ageing,Early diagnosis and treatment of HIV infection: magnitude of benefit is greatest in older adults,2040.0,100,Age and ageing
1187,1187,PMCID: PMC3783091,Oxford University Press,American Journal of Epidemiology,Efficient design for Mendelian randomization studies: subsample and two-sample instrumental variable estimators,1700.0,100,American journal of epidemiology
1188,1188,23162054,Oxford University Press,"Bioinformatics (Oxford, England)",mzMatch-ISO: an R tool for the annotation and relative quantification of isotope-labelled mass spectrometry data,1047.0,96,
1189,1189,PMC3546795,Oxford University Press,"Bioinformatics (Oxford, England)",A Beta-Mixture Quantile Normalisation method for correcting probe design bias in Illumina Infinium 450k DNA methylation data,1700.0,100,
1190,1190,"PMC3570213
",Oxford University Press,"Bioinformatics (Oxford, England)","The product of C9orf72, a gene strongly implicated in neurodegeneration, is structurally related to DENN Rab-GEFs",1700.0,100,
1191,1191,PMCID: PMC3476336,Oxford University Press,"Bioinformatics (Oxford, England)",A robust model for read count data in exome sequencing experiments and implications for copy number variant calling,2040.0,100,
1192,1192,PMID: 23658422 PMC3694669,Oxford University Press,"Bioinformatics (Oxford, England)",FYPO: the fission yeast phenotype ontology,2100.0,100,
1193,1193,PMC3546802,Oxford University Press,Bioinformatics Online,Scaffolding low quality genomes using orthologous protein sequences,1700.0,0,
1194,1194,PMC3496338,Oxford University Press,Bioinformatics Online,GREVE: Genomic Recurrent Event ViEwer to assist the identification of patterns across individual cancer samples.,850.0,0,
1195,1195,PMC 3692042,Oxford University Press,Brain : a journal of neurology,A Journal of Neurology,2000.0,100,
1196,1196,PMC3159156,Oxford University Press,Brain : a journal of neurology,"The primary visual cortex, and feedback to it, are not necessary for conscious vision",2040.0,100,
1197,1197,"PMC3634199

",Oxford University Press,Brain : a journal of neurology,MRI evidence for presymptomatic change in thalamus and caudate in familial Alzheimer's disease,2040.0,100,
1198,1198,PMCID: PMC3501977,Oxford University Press,Brain : a journal of neurology,"Autologous olfactory mucosal cell transplants in clinical spinal cord injury: a randomized, double-blinded trial in a canine translational model",2040.0,100,
1199,1199,PMCID: PMC3580272,Oxford University Press,Brain Online,The functional neuroimaging correlates of psychogenic versus organic dystonia,1700.0,0,
1200,1200,PMID: 23250878 PMC3525062,Oxford University Press,Brain Online,The Charcot-Marie-Tooth diseases: how can we identify and develop novel therapeutic targets?,1700.0,0,
1201,1201,PMCID: PMC3170535,Oxford University Press,Brain Online,Magnetoencephalography of frontotemporal dementia: spationtemprally localized changes during semantic decisions,2040.0,0,
1202,1202,PMCID: PMC3381722,Oxford University Press,Brain Online,Social cognitive deficits and their neural correlates in progressive supranuclear palsy,2040.0,0,
1203,1203,,Oxford University Press,Briefings in Functional Genomics,Regulatory RNAs in the light of Drosophila genomics,2040.0,100,Briefings in functional genomics
1204,1204,PMCID: PMC3662891,Oxford University Press,Briefings in Functional Genomics,Epigenetic memory in the context of nuclear reprogramming and cancer,2100.0,100,Briefings in functional genomics
1205,1205,23137768,Oxford University Press,British Medical Journal,Management of trypanosomiasis and leishmaniasis,2040.0,100,British medical journal
1206,1206,PMC3377963,Oxford University Press,Cerebral Cortex,Transgenic Overexpression of the Type I Isoform of Neuregulin 1 Affects Working Memory and Hippocampal Oscillations but not Long-term Potentiation,1700.0,0,
1207,1207,"Epub ahead of print pub Nov 2012, print in press",Oxford University Press,Cerebral Cortex,MEG evidence for early feedback effects during word recognition,2040.0,0,
1209,1209,Epub ahead of print March 2013 - print in press,Oxford University Press,Cerebral Cortex Online,Inter- and Intra-hemispheric connectivity differences when reading Japanese Kanji and Hiragana,2040.0,0,
1210,1210,"Epub ahead of print pub Jan 2013, print in press",Oxford University Press,Cerebral Cortex Online,"Spatial attention, precision and Bayesian inference: a study of saccadic response speed",2040.0,0,
1211,1211,PMCID: PMC3673173,Oxford University Press,Cerebral Cortex Online,Preservation and choice in Parkinson's disease: the impact of progressive frontostriatal dysfunctoin on action decisions,2040.0,0,
1212,1212,23884064,Oxford University Press,Clinical Infectious Diseases,"Combination interventions to prevent HCV transmission among people who inject drugs: modeling the impact of antiviral treatment, needle and syringe programs, and opiate substitution therapy",2625.6,0,
1213,1213,PMID: 23935057,Oxford University Press,Database,"metabolicMine: an integrated genomics, genetics and proteomics data warehouse for common metabolic disease research",960.0,100,
1214,1214,PMID: 23172732 PMC3784797 ,Oxford University Press,European Journal of Public Health,Family and home influences on children's after-school and weekend physical activity,1800.0,100,European journal of public health
1215,1215,"PMCID:
    PMC3671775",Oxford University Press,Glycobiology,Organization of the extracellular portion of the macrophage galactose receptor: a trimeric cluster of simple binding sites for N-acetylgalactosamine,1700.0,100,
1216,1216,,Oxford University Press,Health Promotion International,In what ways do communities support optimal antiretroviral treatment in Zimbabwe?,1700.0,100,Health promotion international
1217,1217,PMCID: PMC3415954,Oxford University Press,History Workshop Journal,A marble embryo: meanings of a portrait from 1900,2100.0,94,History workshop journal : HWJ
1218,1218,"PMC3613160

",Oxford University Press,Human Molecular Genetics,Protein profiles in Tc1 mice implicate novel pathway perturbations in the Down syndrome brain,1978.75,100,Human molecular genetics
1219,1219,PMC3263993,Oxford University Press,Human Molecular Genetics,Next generatin sequencing identifies mutations in Atonal homolog 7 (ATOH7) in families with global eye developmental defects.,2040.0,100,Human molecular genetics
1220,1220,PMC3313792,Oxford University Press,Human Molecular Genetics,Impaired neural development in a zebrafish model for Lowe syndrome,2040.0,100,Human molecular genetics
1221,1221,PMC3441120,Oxford University Press,Human molecular genetics,G2019S leucine-rich repeat kinase 2 causes uncoupling protein-mediated mitochondrial depolarization,2040.0,100,Human molecular genetics
1222,1222,"PMC3583518
",Oxford University Press,Human Molecular Genetics,Mitofusin 1 and mitofusin 2 are ubiquitinated in a PINK1/parkin-dependent manner upon induction of mitophagy,2040.0,100,Human molecular genetics
1223,1223,PMID: 23804751,Oxford University Press,Human Molecular Genetics,IGF-1 receptor antagonism inhibits autophagy,2100.0,100,Human molecular genetics
1224,1224,PMID: 23933736 PMC3842180 ,Oxford University Press,Human Molecular Genetics,Myc inhibition impairs autophagosome formation,2100.0,100,Human molecular genetics
1225,1225,PMC3690967,Oxford University Press,Human Molecular Genetics Online,DNA polymerase {varepsilon} and o exonuclease domain mutations in endometrial cancer.,1700.0,87,Human molecular genetics
1226,1226,PMCID: PMC3600839,Oxford University Press,Human Reproduction,The incidence and clinical significance of defects in calcium signalling pathways mediating human sperm hyperactivation in donors and sub fertile patients.,2040.0,0,
1227,1227,PMID:23606632 PMC3631001 ,Oxford University Press,International Immunology,The Dectin-2 family of C-type lectin-like receptors: and update,2040.0,100,International immunology
1228,1228,PMC3535749,Oxford University Press,International Journal of Epidemiology,Data Resource Profile: Cardiovascular disease research using Linked Bespoke studies and Electronic health Records (CALIBER),2040.0,100,International journal of epidemiology
1229,1229,PMCID: PMC3780999,Oxford University Press,International Journal of Epidemiology,Use of allele scores as instrumental variables for Mendelian randomization,2400.0,100,International journal of epidemiology
1230,1230,PMID: 23771720,Oxford University Press,International Journal of Epidemiology,Cohort Profile: - A prospective cohort study of objective physical and cognitive capability and visual health in an ageing population of men and women in Norfolk (EPIC-Norfolk 3),2400.0,100,International journal of epidemiology
1231,1231,PMID:24048963 (Epub Sept 2013),Oxford University Press,Journal of Infectious Diseases," 
 

Persistent endothelial activation after Plasmodium falciparum infection in Malawian children.



",2841.6,100,The Journal of infectious diseases
1232,1232,PMCID: PMC3749005,Oxford University Press,"Journal of Infectious Diseases

",T-cell immunophenotyping distinguishes active from latent tuberculosis,2625.6,96,The Journal of infectious diseases
1233,1233,PMC3536641 ,Oxford University Press,Journal of the National Cancer Institute,Effect of SMURF2 Targeting on Susceptibility to MEK Inhibitors in Melanoma,2040.0,100,Journal of the National Cancer Institute
1234,1234,PMC3818966,Oxford University Press,Medical Law Review,Nudging for health:Â On Public Policy & Designing Choice Architecture,2100.0,100,Medical law review
1235,1235,22735079,Oxford University Press,Mol Biol and Evolution,The impact of point mutation and gene conversion on the local diversification of antigen genes in African Trypanosomes,2040.0,0,
1236,1236,PMID: 23328711 PMC3685308 ,Oxford University Press,Nephrology Dialysis and Transplantation,Unexpected clinical sequelae of Gitelman syndrome: hypertension in adulthood is common and females have higher potassium requirements,2040.0,0,
1237,1237,PMCID:PMC3572772,Oxford University Press,Nephrology Dialysis Transplantation,Conversion to sirolimus in kidney transplant recipients with squamous cell cancer and changes in immune phenotype,1700.0,0,
1238,1238,PMC3643589,Oxford University Press,Nucleic Acid Research,Restriction endonuclease TseI cleaves A:A and T:T mismatches in CAG and CTG repeats,1420.0,98,Nucleic acids research
1239,1239,3763532,Oxford University Press,Nucleic Acid Research,Clusters of microRNAs emerge by new hairpins in existing transcripts,1704.0,98,Nucleic acids research
1240,1240,PMC3575846,Oxford University Press,Nucleic Acid Research,Space exploration by the promoter of a long human gene during one transcription cycle,710.0,98,Nucleic acids research
1241,1241,3597655,Oxford University Press,Nucleic Acids Research,"Structure, evolution and function of the bi-directionally transcribed iab-4/iab-8 microRNA locus in arthropods",1704.0,100,Nucleic acids research
1242,1242,PMC3737548,Oxford University Press,Nucleic Acids Research,"Splicing-coupled 3? end formation requires a terminal splice acceptor site, but not intron excision",1704.0,100,Nucleic acids research
1243,1243,PMCID: 3424546,OXFORD UNIVERSITY PRESS,NUCLEIC ACIDS RESEARCH,DYNAMIC ACETYLATION OF LYSINE-4-TRIMETHYLATED HISTONE H3 & H3 VARIANT BIOLOGY IN MUTLICELLULAR EUKARYOTE,1704.0,100,Nucleic acids research
1244,1244,PMCID: 3479183,OXFORD UNIVERSITY PRESS,NUCLEIC ACIDS RESEARCH,ATPASE ACTIVITY OF FML1 IS ESSENTIAL FOR ITS ROLE IN HOMOLOGOUS RECOMBINATION & DNA REPAIR,1704.0,100,Nucleic acids research
1245,1245,PMID: 21948792 /PMCID: PMC3245117,Oxford University Press,Nucleic Acids Research,BuGSbase - a microbial gene expression and comparative genomic database,1704.0,100,Nucleic acids research
1246,1246,PMID: 23963700 PMC3834809 ,Oxford University Press,Nucleic Acids Research,Replisome stall events have shaped the distribution of replication origins in the genomes of yeasts.,1704.0,100,Nucleic acids research
1247,1247,"PMC3531114

",Oxford University Press,Nucleic Acids Research,New functional families (FunFams) in CATH to improve the mapping of conserved functional sites to 3D structures ,852.0,100,Nucleic acids research
1248,1248,"PMC3531217

",Oxford University Press,Nucleic Acids Research,Genome3D: a UK collaborative project to annotate genomic sequences with predicted 3D structures based on SCOP and CATH domains,852.0,100,Nucleic acids research
1249,1249,PMC3664799,Oxford University Press,Nucleic Acids Research,"Functional interplay of DnaE polymerase, DnaG primase and DnaC helicase within a ternary complex, and primase to polymerase hand-off during lagging strand DNA replication in Bacillus subtilis.",852.0,100,Nucleic acids research
1250,1250,PMID: 23511971 PMC3643581 ,Oxford University Press,Nucleic Acids Research,MBNL1 and PTB cooperate to repress splicing of Tpm1 exon 3,852.0,100,Nucleic acids research
1251,1251,PMID:22434880 PMC3401426,Oxford University Press,Nucleic Acids Research,Identification and classification of bacterial Type III toxin-anti-toxin systems encoded in chromosomal and plasmid genomes,852.0,100,Nucleic acids research
1252,1252,,Oxford University Press,Nucleic Acids Research,Solution Conformations of Early Intermediates in Mos1 Transposition.,852.0,100,Nucleic acids research
1253,1253,PMC3526300,Oxford University Press,Nucleic Acids Research ,DNA catenation maintains structure of human metaphase chromosomes.,1420.0,98,Nucleic acids research
1254,1254,PMC3561976,Oxford University Press,Nucleic Acids Research ,AT-rich sequence elements promote nascent transcript cleavage leading to RNA polymerase ii termination,710.0,98,Nucleic acids research
1255,1255,Pending - Epub April 2013,Oxford University Press,Oxford Journals,"Health Policy and Planning, Health insurance for the poor decreases access to HIV testing in antenatal care: evidence of an unintended effect of health insurance reform in Colombia",1700.0,0,
1257,1257,"PMC3601848

",Oxford University Press,"Protein Engineering, Design and Selection (",Evaluating the use of Apo-neocarzinostatin as a cell penetrating protein.,2040.0,88,"Protein engineering, design & selection : PEDS"
1258,1258,PMC3235332,Oxford University Press,QJM: An International Journal of Medicine,Hepatitis C virus: current concepts and future challenges,1700.0,88,International journal of medicine
1259,1259,PMID23824939,Oxford University Press,QJM: An International Journal of Medicine,Risk factors for wheezing in infants born in Cuba,2400.0,88,International journal of medicine
1260,1260,PMID: 23236081,Oxford University Press,Schizophrenia Bulletin,"Social deprivation, inequality and the neighbourhood-level incidence of psychotic syndromes in East London",2040.0,100,Schizophrenia bulletin
1261,1261,"Epub ahead of print pub Dec 2012, print in press. ",Oxford University Press,Social Cognitive and Affective Neuroscience,Emotion regulation modulates anticipatory brain activity that predicts emotional memory encoding in women,2040.0,100,Social cognitive and affective neuroscience
1262,1262,PMCID: PMC3481955,Oxford University Press,Social History of Medicine,"Children's physic: medical perceptions and treatment of sick children in early modern England, c. 1580-1720",2040.0,0,
1263,1263,,Oxford University Press,Social History of Medicine,Beyond the Medical Text: Health and Illness in Early Medieval Italian Sources,2100.0,0,
1264,1264,PMID: 23125445  PMC3532835 ,Oxford University Press,The Journal of Infectious Diseases,Schistosoma mansoni infection in pre-school-aged children: the development of IgE and IgG4 responses to parasite allergen-like proteins,2040.0,100,The Journal of infectious diseases
1265,1265,3381638,Oxford University Press ,Clinical Infectious Diseases ,"Rates of Pneumococcal Colonization and Transmission probabilities by serotype, among new born infants in Kilifi District ",1700.0,0,
1266,1266,3475639,Oxford University Press ,The Journal of infectious diseases,Genetic Relatedness of Infecting and Reinfecting Respiratory Syncytial Virus Strains Identified in a Birth Cohort From Rural Kenya,378.78,100,
1267,1267,PMC3494269,Oxford University Press ,Molecular Biology and Evolution,Evolution of Viral Proteins Originated De Novo by Overprinting,1450.0,100,Molecular biology and evolution
1268,1268,PMCID:PMC3718323,Oxford University Press (OUP),Cardiovascular Research,Gap junctions support the sustained phase of hypoxic pulmonary vasoconstriction by facilitating calcium sensitization,2040.0,100,Cardiovascular research
1269,1269,PMC3674800,Oxford University Press (OUP),Human Molecular Genetics,Trans-splicing correction of tau isoform imbalance in a mouse model of tau mis-splicing ,2040.0,100,Human molecular genetics
1270,1270,PMC3674807,Oxford University Press (OUP),Human Molecular Genetics,ALS mutant FUS disrupts nuclear localisation and sequesters wild-type FUS within cytoplasmic stress granules,2040.0,100,Human molecular genetics
1271,1271,PMC3686461,Oxford University Press (OUP),Schizophrenia Bulletin ,Life Events and Psychosis: A Review and Meta-Analysis,2048.0,98,Schizophrenia bulletin
1272,1272,"PMCID:
    PMC3714924
","Oxford University Press
",Cardiovascular Research,Flecainide Reduces Ca2+ Spark and Wave Frequency Via Inhibition of The Sarcolemmal Sodium Current,1020.0,100,Cardiovascular research
1273,1273,"PMCID:
    PMC3583273","Oxford University Press
","Journal of Infectious Diseases

","The role of interleukinÃ¢ÂÂ10 family of cytokines in HIVÃ¢ÂÂtuberculosis associated immune reconstitution inflammatory syndrome
",2040.0,96,The Journal of infectious diseases
1274,1274,"PMCID:
    PMC3597664","Oxford University Press
","Nucleic Acids Research
","TDP1 is an HMG chromatin protein facilitating RNA polymerase I transcription in African trypanosomes
",852.0,98,Nucleic acids research
1275,1275,PMC3575118,Oxford Univesity Press,Medical Law Review,Regulatory or regulating publics? The European Union's regulation of emerging health technologies and citizen participation.,2040.0,100,Medical law review
1276,1276,PMC3671369,Palgrave MacMillan ,BioSocieties,"Health Economists, Tobacco Control and International Development: On the Economisation of Global Health beyond Neoliberal Structural Adjustment Policies",1920.0,100,
1277,1277,PMC3836409 ,Pion,Environment and Planning A,Transnational families and the family nexus: perspectives of Indonesian and Filipino children left behind by migrant parent(s),1800.0,92,Environment & planning A
1278,1278,PMC3744396,PLOS,PLOS Computational Biology,Spike triggered hormone secretion in vasopressin cells; a model investigation of mechanism and heterogeneous population function,1429.13,100,PLoS computational biology
1279,1279,PMC3681601,PLoS,PLoS Genetics,Meiosis-specific stable binding of Augmin to acentrosomal spindle poles promotes biased microtubule assembly in oocytes,1494.42,100,PLoS genetics
1280,1280,3715439,Plos,Plos Genetics,Strabismus promotes recruitment and degradation of farnesylated Prickle in Drosophila planar polarity specification,1761.48,100,PLoS genetics
1281,1281,PMC3493395,PLOS,PLOS NTD,Chitinase 3-like 1 protein levels are elevated in Schistosoma haematobium infected children,1283.76,0,
1282,1282,3517619,PLoS,PloS one,"HCN1 and HCN2 in Rat DRG Neurons: Levels in Nociceptors and Non-Nociceptors, NT3-Dependence and Influence of CFA-Induced Skin Inflammation on HCN2 and NT3 Expression",1001.03,100,
1283,1283,3498109,PLoS,PloS one,Fetal alcohol exposure and IQ at age 8: Evidence from a population-based birth-cohort study,1004.15,100,
1284,1284,3515553,PLoS,PloS one,Vitamin B-12 status during pregnancy and childÂs IQ at age 8: A Mendelian randomization study in the Avon Longitudinal Study of Parents and Children,1011.45,100,
1285,1285,3522679,PLoS,PloS one,Validation of Dual Energy X-ray Absorptiometry measures of abdominal fat by comparison with magnetic resonance imaging in an Indian population,1011.45,100,
1286,1286,3485223,PLoS,PloS one,Associations of different phenotypes of wheezing illness in early childhood with environmental variables implicated in the aetiology of asthma,1015.73,100,
1287,1287,PMC3547059,PLoS,PloS one,"""Involvement of EphB1 receptors signalling in models of inflammatory and neuropathic pain"" PONE-D-12-21867",1023.41,100,
1288,1288,3573029,PLoS,PloS one,Reactive oxygen species modulate the barrier function of the human glomerular endothelial glycocalyx,1039.87,100,
1289,1289,3769269,PLoS,PloS one,Chronic pravastatin but not atorvastatin treatment impairs cognitive function in two rodent models of learning and memory,1061.24,100,
1290,1290,3782430,PLoS,PloS one,Expression of HIV-1 Vpu Leads to Loss of the Viral Restriction Factor CD317/Tetherin from Lipid Rafts and its Enhanced Lysosomal Degradation,1061.24,100,
1291,1291,3797097,PLoS,PloS one,"Molecular phylogeny of a RING E3 ubiquitin ligase, conserved in eukaryotic cells and dominated by homologous components, the muskelin/RanBPM/CTLH complex",1061.24,100,
1292,1292,3675909,PLoS,PloS one,Anti-MÃ¼llerian hormone is not associated with cardiometabolic risk factors in adolescent females,1080.0,100,
1293,1293,PMC3566186,PLOS,PloS one,A Method for Positive and Negative Selection of Plasmodium falciparum Platelet-Mediated Clumping Parasites,794.93,100,
1294,1294,PMC3694955,PLoS,PloS one,"On the importance of countergradients for the development of retinotopy: Insights from a generalised 
Insights from a generalised",809.29,100,
1295,1295,PMC3729655,PLOS,PloS one,Telomeric repeats facilitate CENP-ACnp1 incorporation via telomere binding proteins,819.34,100,
1296,1296,PMC3774797,PLoS,PloS one,The effect of anti-rosetting agents against malaria parasites under physiological flow conditions,854.96,100,
1297,1297,3620162,PLoS,PloS one,Modification of the FoxP3 transcription factor principally affects inducible T regulatory cells in a model of experimental autoimmune encephalomyelitis,901.5,100,
1298,1298,PMC3694164,PLOS,PloS one,Regulation of Trypanosoma brusei total and polysomal MRNA during development within its mammalian host,902.12,100,
1299,1299,3669132,Plos,PloS one,"Localised JAK/STAT pathway activation is required for Drosophila wing hinge
development",903.89,100,
1300,1300,PMC3597521,PLOS,PLOS Pathogens,Th2 Cell-intrinsic Hypo-responsiveness determines susceptibility to Helminth infection,1343.73,100,PLoS pathogens
1301,1301,PMC3798605,PLOS,PLOS Pathogens,Independent pathways can transduce the life-cycle deifferentiation signal in Trypanosoma brucei,1438.45,100,PLoS pathogens
1302,1302,PMCID:PMC3715547),PLoS (Public Library of Science),PLOS Genetics,Trans-ancestral Studies Fine Map the SLE-Susceptibility LOcus TNFSF4,1774.83,100,PLoS genetics
1303,1303,PMCID:PMC3711905,PLoS (Public Library of Science),PloS one,"Automated, high accuracy classification of Parkinsonian disorders: a pattern recognition approach",1061.93,100,
1304,1304,PMCID: PMC3661540,PLoS (Public Library of Science),PloS one,Prolonged internal displacement and common mental disorders in Sri Lanka_ the COMRAID study,389.73,100,
1305,1305,PMCID:PMC3706442,PLoS (Public Library of Science),PloS one,Genetics of callous-unemotional behavior in children,443.38,100,
1306,1306,PMC3527205,PLoS Public Library of Science,PLoS Genetics,Genes contributing to pain sensitivity in the normal population: an exome sequencing study,1676.06,100,PLoS genetics
